Site,Unique,Time_Period,Absolute_Time,Culture,Settlement_Type,Reference,Species,Species_Sum,Percentage,absolute_number,%_of_finds,Frequencies_of_taxa_%,RI_(No_of_sites),Presence_Absence,Semi_Quantitative_old,Semi_Quantitative,Notes
Romania,NA,BA,2600-700,Unknown,Unknown,Wasylikowa 1991,Pisum sativum,Pisum sp.,NA,NA,NA,NA,NA,0,0,0,NA
Romania,NA,BA,2600-700,Unknown,Unknown,Wasylikowa 1991,Vicia ervilia,Vicia sp.,NA,NA,NA,NA,NA,?,?,?,NA
Romania,NA,BA,2600-700,Unknown,Unknown,Wasylikowa 1991,Vicia faba var. Minor,Vicia sp.,NA,NA,NA,NA,NA,x,?,?,NA
Romania,NA,BA,2600-700,Unknown,Unknown,Wasylikowa 1991,Papaver somniferum,Papaver somniferum,NA,NA,NA,NA,NA,0,0,0,NA
Romania,NA,BA,2600-700,Unknown,Unknown,Wasylikowa 1991,Camelina sativa,Camelina sativa,NA,NA,NA,NA,NA,x,?,?,NA
Romania,NA,BA,2600-700,Unknown,Unknown,Wasylikowa 1991,Linum usitatissimum,Linum usitatissimum,NA,NA,NA,NA,NA,x,?,?,NA
Romania,NA,BA,2600-700,Unknown,Unknown,Wasylikowa 1991,Prunus domestica ssp. Insititia,Gathered Plants,NA,NA,NA,NA,NA,0,0,0,NA
Romania,NA,BA,2600-700,Unknown,Unknown,Wasylikowa 1991,Vitis vinifera ssp. Vinifera,Gathered Plants,NA,NA,NA,NA,NA,x,?,?,NA
Romania,NA,BA,2600-700,Unknown,Unknown,Wasylikowa 1991,Quercus sp.,Quercus sp.,NA,NA,NA,NA,NA,x,?,?,NA
Slovakia,1,BA,2500-700,Unknown,Unknown,Harding 2000,Triticum monococcum,Triticum monococcum,38,NA,NA,NA,NA,NA,xx,xx,NA
Slovakia,NA,BA,2500-700,Unknown,Unknown,Harding 2000,Triticum dicoccon,Triticum dicoccum,69,NA,NA,NA,NA,NA,xxxx,xxx,NA
Slovakia,NA,BA,2500-700,Unknown,Unknown,Harding 2000,Triticum aestivum,Triticum aestivum/durum,38,NA,NA,NA,NA,NA,xx,xx,NA
Slovakia,NA,BA,2500-700,Unknown,Unknown,Harding 2000,Triticum spelta,Triticum spelta,6,NA,NA,NA,NA,NA,x,x,NA
Slovakia,NA,BA,2500-700,Unknown,Unknown,Harding 2000,Hordeum vulgare,Hordeum vulgare,69,NA,NA,NA,NA,NA,xxxx,xxx,NA
Slovakia,NA,BA,2500-700,Unknown,Unknown,Harding 2000,Hordeum nudum,Hordeum nudum,6,NA,NA,NA,NA,NA,x,x,NA
Slovakia,NA,BA,2500-700,Unknown,Unknown,Harding 2000,Secale cereale,Secale cereale,19,NA,NA,NA,NA,NA,x,x,NA
Slovakia,NA,BA,2500-700,Unknown,Unknown,Harding 2000,Avena sp.,Avena sp.,6,NA,NA,NA,NA,NA,x,x,NA
Slovakia,NA,BA,2500-700,Unknown,Unknown,Harding 2000,Panicum miliaceum,Panicum miliaceum,0,NA,NA,NA,NA,NA,0,0,NA
Slovakia,NA,BA,2500-700,Unknown,Unknown,Harding 2000,Vicia faba,Vicia sp.,6,NA,NA,NA,NA,NA,x,x,NA
Slovakia,NA,BA,2500-700,Unknown,Unknown,Harding 2000,Pisum sativum,Pisum sp.,19,NA,NA,NA,NA,NA,x,x,NA
Slovakia,NA,BA,2500-700,Unknown,Unknown,Harding 2000,Lens culinaris,Lens culinaris,19,NA,NA,NA,NA,NA,x,x,NA
Slovakia,NA,BA,2500-700,Unknown,Unknown,Harding 2000,Linum usitatissimum,Linum usitatissimum,0,NA,NA,NA,NA,NA,0,0,NA
Slovakia,NA,BA,2500-700,Unknown,Unknown,Harding 2000,Camelina sativa,Camelina sativa,0,NA,NA,NA,NA,NA,0,0,NA
Slovakia,NA,BA,2500-700,Unknown,Unknown,Harding 2000,Papaver somniferum,Papaver somniferum,0,NA,NA,NA,NA,NA,0,0,NA
Slovakia,NA,BA,2400-700,Unknown,Unknown,Wasylikowa 1991,Triticum monococcum,Triticum monococcum,38,NA,NA,NA,NA,NA,xx,xx,NA
Slovakia,NA,BA,2400-700,Unknown,Unknown,Wasylikowa 1991,Triticum dicoccon,Triticum dicoccum,69,NA,NA,NA,NA,NA,xxxx,xxx,NA
Slovakia,NA,BA,2400-700,Unknown,Unknown,Wasylikowa 1991,Triticum aestivum s.l.,Triticum aestivum/durum,38,NA,NA,NA,NA,NA,xx,xx,NA
Slovakia,NA,BA,2400-700,Unknown,Unknown,Wasylikowa 1991,Triticum spelta,Triticum spelta,6,NA,NA,NA,NA,NA,x,x,NA
Slovakia,NA,BA,2400-700,Unknown,Unknown,Wasylikowa 1991,Hordeum vulgare vulgare,Hordeum vulgare (hulled),69,NA,NA,NA,NA,NA,xxxx,xxx,NA
Slovakia,NA,BA,2400-700,Unknown,Unknown,Wasylikowa 1991,Hordeum vulgare nudum,Hordeum nudum,6,NA,NA,NA,NA,NA,x,x,NA
Slovakia,NA,BA,2400-700,Unknown,Unknown,Wasylikowa 1991,Secale cereale,Secale cereale,19,NA,NA,NA,NA,NA,x,x,NA
Slovakia,NA,BA,2400-700,Unknown,Unknown,Wasylikowa 1991,Avena sativa,Avena sp.,6,NA,NA,NA,NA,NA,x,x,NA
Slovakia,NA,BA,2400-700,Unknown,Unknown,Wasylikowa 1991,Panicum miliaceum,Panicum miliaceum,0,NA,NA,NA,NA,NA,0,0,NA
Slovakia,NA,BA,2400-700,Unknown,Unknown,Wasylikowa 1991,Lens esculenta,Pulses,19,NA,NA,NA,NA,NA,x,x,NA
Slovakia,NA,BA,2400-700,Unknown,Unknown,Wasylikowa 1991,Lens culinaris,Lens culinaris,0,NA,NA,NA,NA,NA,0,0,NA
Slovakia,NA,BA,2400-700,Unknown,Unknown,Wasylikowa 1991,Pisum sativum,Pisum sp.,19,NA,NA,NA,NA,NA,x,x,NA
Slovakia,NA,BA,2400-700,Unknown,Unknown,Wasylikowa 1991,Vicia ervilia,Vicia sp.,0,NA,NA,NA,NA,NA,0,0,NA
Slovakia,NA,BA,2400-700,Unknown,Unknown,Wasylikowa 1991,Vicia faba var. Minor,Vicia sp.,6,NA,NA,NA,NA,NA,x,x,NA
Slovakia,NA,BA,2400-700,Unknown,Unknown,Wasylikowa 1991,Papaver somniferum,Papaver somniferum,0,NA,NA,NA,NA,NA,0,0,NA
Slovakia,NA,BA,2400-700,Unknown,Unknown,Wasylikowa 1991,Camelina sativa,Camelina sativa,0,NA,NA,NA,NA,NA,0,0,NA
Slovakia,NA,BA,2400-700,Unknown,Unknown,Wasylikowa 1991,Linum usitatissimum,Linum usitatissimum,0,NA,NA,NA,NA,NA,0,0,NA
Slovakia,NA,BA,2400-700,Unknown,Unknown,Wasylikowa 1991,Prunus domestica ssp. Insititia,Gathered Plants,0,NA,NA,NA,NA,NA,0,0,NA
Slovakia,NA,BA,2400-700,Unknown,Unknown,Wasylikowa 1991,Vitis vinifera ssp. Vinifera,Gathered Plants,0,NA,NA,NA,NA,NA,0,0,NA
Slovakia,NA,BA,2400-700,Unknown,Unknown,Wasylikowa 1991,Quercus sp.,Quercus sp.,0,NA,NA,NA,NA,NA,0,0,NA
Solymár-Várhegy,1,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Cereals,Cereals,100,NA,NA,NA,NA,NA,xxxx,xxxx,NA
Solymár-Várhegy,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 3",Cereals,Cereals,NA,NA,NA,100,NA,NA,xxxx?,xxxx?,NA
Sopron-Krautacker 1,1,LBA,1400-700,Urnfield,Unknown,"Filatova 2022, Fig. 2",Cereals,Cereals,23.7,NA,NA,NA,NA,NA,x,x,NA
Sopron-Krautacker 1,NA,LBA,1400-700,Urnfield,Unknown,"Filatova 2022, Fig. 2",Pulses,Pulses,5.7,NA,NA,NA,NA,NA,x,x,NA
Sopron-Krautacker 1,NA,LBA,1400-700,Urnfield,Unknown,"Filatova 2022, Fig. 2",Gathered Plants,Gathered Plants,2.9,NA,NA,NA,NA,NA,x,x,NA
Sopron-Krautacker 1,NA,LBA,1400-700,Urnfield,Unknown,"Filatova 2022, Fig. 2",Wild plants/weeds,Wild plants/weeds,67.7,NA,NA,NA,NA,NA,xxxx,xxx,NA
Sopron-Krautacker 1,NA,LBA,1400-700,Urnfield,Unknown,"Filatova 2022, Fig. 3",Cereals,Cereals,NA,NA,NA,24.6,NA,NA,xx?,x?,NA
Sopron-Krautacker 1,NA,LBA,1400-700,Urnfield,Unknown,"Filatova 2022, Fig. 3",Pulses,Pulses,NA,NA,NA,12.3,NA,NA,x?,x?,NA
Sopron-Krautacker 1,NA,LBA,1400-700,Urnfield,Unknown,"Filatova 2022, Fig. 3",Gathered Plants,Gathered Plants,NA,NA,NA,12.3,NA,NA,x?,x?,NA
Sopron-Krautacker 1,NA,LBA,1400-700,Urnfield,Unknown,"Filatova 2022, Fig. 3",Wild plants/weeds,Wild plants/weeds,NA,NA,NA,50,NA,NA,xx?,xxx?,NA
Süttö-Hosszúvölgy,1,MBA,1900-1500,Magyarád,Simple Settlement,"Filatova 2022, Fig. 2",Cereals,Cereals,100,NA,NA,NA,NA,NA,xxxx,xxxx,NA
Süttö-Hosszúvölgy,NA,MBA,1900-1500,Magyarád,Simple Settlement,"Filatova 2022, Fig. 3",Cereals,Cereals,NA,NA,NA,100,NA,NA,xxxx?,xxxx?,NA
Százhalombatta-Földvár,1,LBA,1400-700,Urnfield,Unknown,"Filatova 2022, Fig. 2",Cereals,Cereals,90.8,NA,NA,NA,NA,NA,xxxx,xxxx,NA
Százhalombatta-Földvár,NA,LBA,1400-700,Urnfield,Unknown,"Filatova 2022, Fig. 2",Millet,Panicum miliaceum,8.9,NA,NA,NA,NA,NA,x,x,NA
Százhalombatta-Földvár,NA,LBA,1400-700,Urnfield,Unknown,"Filatova 2022, Fig. 2",Pulses,Pulses,0.3,NA,NA,NA,NA,NA,x,x,NA
Százhalombatta-Földvár,NA,LBA,1400-700,Urnfield,Unknown,"Filatova 2022, Fig. 3",Cereals,Cereals,NA,NA,NA,70,NA,NA,xxxx?,xxx?,NA
Százhalombatta-Földvár,NA,LBA,1400-700,Urnfield,Unknown,"Filatova 2022, Fig. 3",Millet,Panicum miliaceum,NA,NA,NA,10,NA,NA,x?,x?,NA
Százhalombatta-Földvár,NA,LBA,1400-700,Urnfield,Unknown,"Filatova 2022, Fig. 3",Pulses,Pulses,NA,NA,NA,20,NA,NA,x?,x?,NA
Százhalombatta-Földvár,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Cereals,Cereals,97.38,NA,NA,NA,NA,NA,xxxx,xxxx,NA
Százhalombatta-Földvár,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Panicoideae,Wild plants/weeds,0.15000000000000002,NA,NA,NA,NA,NA,x,x,NA
Százhalombatta-Földvár,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Pulses,Pulses,1.23,NA,NA,NA,NA,NA,x,x,NA
Százhalombatta-Földvár,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Gathered Plants,Gathered Plants,0.31,NA,NA,NA,NA,NA,x,x,NA
Százhalombatta-Földvár,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Wild plants/weeds,Wild plants/weeds,0.92,NA,NA,NA,NA,NA,x,x,NA
Százhalombatta-Földvár,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 3",Cereals,Cereals,NA,NA,NA,11.7,NA,NA,x?,x?,NA
Százhalombatta-Földvár,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 3",Millet,Panicum miliaceum,NA,NA,NA,1.4,NA,NA,x?,x?,NA
Százhalombatta-Földvár,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 3",Pulses,Pulses,NA,NA,NA,6.2,NA,NA,x?,x?,NA
Százhalombatta-Földvár,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 3",Oil/Fibre Crops,Oil/Fibre Crops,NA,NA,NA,2.9,NA,NA,x?,x?,NA
Százhalombatta-Földvár,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 3",Gathered Plants,Gathered Plants,NA,NA,NA,13.4,NA,NA,x?,x?,NA
Százhalombatta-Földvár,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 3",Panicoideae,Wild plants/weeds,NA,NA,NA,2.9,NA,NA,x?,x?,NA
Százhalombatta-Földvár,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 3",Wild plants/weeds,Wild plants/weeds,NA,NA,NA,61.5,NA,NA,xxx?,xxx?,NA
Szigetszentmiklós-Vízmü,1,EBA,2600-1900,Bell Beaker Csepel,Unknown,"Filatova 2022, Fig. 2",Cereals,Cereals,71.1,NA,NA,NA,NA,NA,xxxx,xxx,NA
Szigetszentmiklós-Vízmü,NA,EBA,2600-1900,Bell Beaker Csepel,Unknown,"Filatova 2022, Fig. 2",Millet,Panicum miliaceum,10.3,NA,NA,NA,NA,NA,x,x,NA
Szigetszentmiklós-Vízmü,NA,EBA,2600-1900,Bell Beaker Csepel,Unknown,"Filatova 2022, Fig. 2",Wild plants/weeds,Wild plants/weeds,18.6,NA,NA,NA,NA,NA,x,x,NA
Szigetszentmiklós-Vízmü,NA,EBA,2600-1900,Bell Beaker Csepel,Unknown,"Filatova 2022, Fig. 3",Cereals,Cereals,NA,NA,NA,18.2,NA,NA,x?,x?,NA
Szigetszentmiklós-Vízmü,NA,EBA,2600-1900,Bell Beaker Csepel,Unknown,"Filatova 2022, Fig. 3",Millet,Panicum miliaceum,NA,NA,NA,9.1,NA,NA,x?,x?,NA
Szigetszentmiklós-Vízmü,NA,EBA,2600-1900,Bell Beaker Csepel,Unknown,"Filatova 2022, Fig. 3",Wild plants/weeds,Wild plants/weeds,NA,NA,NA,72.8,NA,NA,xxxx?,xxx?,NA
Szihalom-Földvár,1,MBA,1900-1500,Hatvan/Füzesabony,Unknown,"Filatova 2022, Fig. 2",Millet,Panicum miliaceum,50,NA,NA,NA,NA,NA,xxxx,xxx,NA
Szihalom-Földvár,NA,MBA,1900-1500,Hatvan/Füzesabony,Unknown,"Filatova 2022, Fig. 2",Wild plants/weeds,Wild plants/weeds,50,NA,NA,NA,NA,NA,xxxx,xxx,NA
Szihalom-Földvár,NA,MBA,1900-1500,Hatvan/Füzesabony,Unknown,"Filatova 2022, Fig. 3",Millet,Panicum miliaceum,NA,NA,NA,100,NA,NA,xxxx?,xxxx?,NA
Tarhos Gyepesi Átkelö (Tarhos 26),1,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 2",Cereals,Cereals,98.6,NA,NA,NA,NA,NA,xxxx,xxxx,NA
Tarhos Gyepesi Átkelö (Tarhos 26),NA,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 2",Gathered Plants,Gathered Plants,1.2,NA,NA,NA,NA,NA,x,x,NA
Tarhos Gyepesi Átkelö (Tarhos 26),NA,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 3",Cereals,Cereals,NA,NA,NA,83.2,NA,NA,xxxx?,xxxx?,NA
Tarhos Gyepesi Átkelö (Tarhos 26),NA,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 3",Gathered Plants,Gathered Plants,NA,NA,NA,16.8,NA,NA,x?,x?,NA
Tiszaalpàr-Várdomb,1,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Cereals,Cereals,81.2,NA,NA,NA,NA,NA,xxxx,xxxx,NA
Tiszaalpàr-Várdomb,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Pulses,Pulses,186,NA,NA,NA,NA,NA,x,x,NA
Tiszaalpàr-Várdomb,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Wild plants/weeds,Wild plants/weeds,0.2,NA,NA,NA,NA,NA,x,x,NA
Tiszaalpàr-Várdomb,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 3",Cereals,Cereals,NA,NA,NA,23.6,NA,NA,x?,x?,NA
Tiszaalpàr-Várdomb,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 3",Pulses,Pulses,NA,NA,NA,14.5,NA,NA,x?,x?,NA
Tiszaalpàr-Várdomb,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 3",Oil/Fibre Crops,Oil/Fibre Crops,NA,NA,NA,4.8,NA,NA,x?,x?,NA
Tiszaalpàr-Várdomb,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 3",Gathered Plants,Gathered Plants,NA,NA,NA,4.8,NA,NA,x?,x?,NA
Tiszaalpàr-Várdomb,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 3",Wild plants/weeds,Wild plants/weeds,NA,NA,NA,52.3,NA,NA,xx?,xxx?,NA
Tiszafüred-Ásotthalom,1,MBA,1900-1500,Hatvan/Füzesabony,Unknown,"Filatova 2022, Fig. 2",Cereals,Cereals,50,NA,NA,NA,NA,NA,xxxx,xxx,NA
Tiszafüred-Ásotthalom,NA,MBA,1900-1500,Hatvan/Füzesabony,Unknown,"Filatova 2022, Fig. 2",Millet,Panicum miliaceum,50,NA,NA,NA,NA,NA,xxxx,xxx,NA
Tiszafüred-Ásotthalom,NA,MBA,1900-1500,Hatvan/Füzesabony,Unknown,"Filatova 2022, Fig. 3",Cereals,Cereals,NA,NA,NA,50,NA,NA,xx?,xxx?,NA
Tiszafüred-Ásotthalom,NA,MBA,1900-1500,Hatvan/Füzesabony,Unknown,"Filatova 2022, Fig. 3",Millet,Panicum miliaceum,NA,NA,NA,50,NA,NA,xx?,xxx?,NA
Tószeg-Laposhalom,1,MBA,1900-1500,Nagyrév/Hatvan,Unknown,"Filatova 2022, Fig. 2",Cereals,Cereals,98.5,NA,NA,NA,NA,NA,xxxx,xxxx,NA
Tószeg-Laposhalom,NA,MBA,1900-1500,Nagyrév/Hatvan,Unknown,"Filatova 2022, Fig. 2",Pulses,Pulses,1.4,NA,NA,NA,NA,NA,x,x,NA
Tószeg-Laposhalom,NA,MBA,1900-1500,Nagyrév/Hatvan,Unknown,"Filatova 2022, Fig. 2",Wild plants/weeds,Wild plants/weeds,0.2,NA,NA,NA,NA,NA,x,x,NA
Tószeg-Laposhalom,NA,MBA,1900-1500,Nagyrév/Hatvan,Unknown,"Filatova 2022, Fig. 3",Cereals,Cereals,NA,NA,NA,26.2,NA,NA,x?,xx?,NA
Tószeg-Laposhalom,NA,MBA,1900-1500,Nagyrév/Hatvan,Unknown,"Filatova 2022, Fig. 3",Millet,Panicum miliaceum,NA,NA,NA,5.2,NA,NA,x?,x?,NA
Tószeg-Laposhalom,NA,MBA,1900-1500,Nagyrév/Hatvan,Unknown,"Filatova 2022, Fig. 3",Pulses,Pulses,NA,NA,NA,26.5,NA,NA,x?,xx?,NA
Tószeg-Laposhalom,NA,MBA,1900-1500,Nagyrév/Hatvan,Unknown,"Filatova 2022, Fig. 3",Gathered Plants,Gathered Plants,NA,NA,NA,5.2,NA,NA,x?,x?,NA
Tószeg-Laposhalom,NA,MBA,1900-1500,Nagyrév/Hatvan,Unknown,"Filatova 2022, Fig. 3",Wild plants/weeds,Wild plants/weeds,NA,NA,NA,36.9,NA,NA,xx?,xx?,NA
Túrkeve-Terehalom,1,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 2",Cereals,Cereals,1.5,NA,NA,NA,NA,NA,x,x,NA
Túrkeve-Terehalom,NA,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 2",Pulses,Pulses,0.6,NA,NA,NA,NA,NA,x,x,NA
Túrkeve-Terehalom,NA,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 2",Oil/Fibre Crops,Oil/Fibre Crops,0.3,NA,NA,NA,NA,NA,x,x,NA
Túrkeve-Terehalom,NA,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 2",Gathered Plants,Gathered Plants,48.8,NA,NA,NA,NA,NA,xxxx,xx,NA
Túrkeve-Terehalom,NA,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 2",Wild plants/weeds,Wild plants/weeds,48.8,NA,NA,NA,NA,NA,xxxx,xx,NA
Túrkeve-Terehalom,NA,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 3",Cereals,Cereals,NA,NA,NA,18.5,NA,NA,x?,x?,NA
Túrkeve-Terehalom,NA,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 3",Pulses,Pulses,NA,NA,NA,9.5,NA,NA,x?,x?,NA
Túrkeve-Terehalom,NA,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 3",Oil/Fibre Crops,Oil/Fibre Crops,NA,NA,NA,2.9,NA,NA,x?,x?,NA
Túrkeve-Terehalom,NA,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 3",Gathered Plants,Gathered Plants,NA,NA,NA,2.9,NA,NA,x?,x?,NA
Túrkeve-Terehalom,NA,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 3",Wild plants/weeds,Wild plants/weeds,NA,NA,NA,66,NA,NA,xxx?,xxx?,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Hordeum vulgare,Hordeum vulgare,NA,5,NA,NA,NA,NA,x,x,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Panicum miliaceum,Panicum miliaceum,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Secale cereale,Secale cereale,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Triticum spelta,Triticum spelta,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Triticum aestivum/durum,Triticum aestivum/durum,NA,5,NA,NA,NA,NA,x,x,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Triticum monococcum,Triticum monococcum,NA,238,NA,NA,NA,NA,xxx,xxx,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Triticum dicoccon,Triticum dicoccum,NA,82,NA,NA,NA,NA,xx,x,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Cicer arietinum (Chickpea),Pulses,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Lathyrus sativus,Lathyrus sp.,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Lens culinaris,Lens culinaris,NA,5,NA,NA,NA,NA,x,x,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Pisum sativum,Pisum sp.,NA,5,NA,NA,NA,NA,x,x,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Vicia ervilia,Vicia sp.,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Vicia faba,Vicia sp.,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Vicia sativa,Vicia sp.,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Camelina sativa,Camelina sativa,NA,6,NA,NA,NA,NA,x,x,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Carthamus tinctorius (safflower),Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Linum usitatissimum,Linum usitatissimum,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Papaver somniferum,Papaver somniferum,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Cornus mas,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Corylus avellana,Corylus avellana,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Malus sp.,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Prunus spinosa,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Quercus sp.,Quercus sp.,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Sambucus ebulus,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Sambucus nigra,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Vitis sp.,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Chenopodium album (white goosefoot/ fat hen),Gathered Plants,NA,2,NA,NA,NA,NA,x,x,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Portulaca oleraceae,Wild plants/weeds,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Valerianella dentata,Wild plants/weeds,NA,0,NA,NA,NA,NA,0,0,NA
Central Hungary,NA,EBA,2600-1900,Bell Beaker Csepel,Unknown,Filatova 2020,Hordeum vulgare,Hordeum vulgare,NA,1273,NA,NA,NA,NA,xxxx,xxxx,NA
Central Hungary,NA,EBA,2600-1900,Bell Beaker Csepel,Unknown,Filatova 2020,Panicum miliaceum,Panicum miliaceum,NA,9,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,EBA,2600-1900,Bell Beaker Csepel,Unknown,Filatova 2020,Secale cereale,Secale cereale,NA,1,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,EBA,2600-1900,Bell Beaker Csepel,Unknown,Filatova 2020,Triticum spelta,Triticum spelta,NA,1,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,EBA,2600-1900,Bell Beaker Csepel,Unknown,Filatova 2020,Triticum aestivum/durum,Triticum aestivum/durum,NA,4,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,EBA,2600-1900,Bell Beaker Csepel,Unknown,Filatova 2020,Triticum monococcum,Triticum monococcum,NA,84,NA,NA,NA,NA,x,x,NA
