Site,Unique,Time_Period,Absolute_Time,Culture,Settlement_Type,Reference,Species,Species_Sum,Percentage,absolute_number,%_of_finds,Frequencies_of_taxa_%,RI_(No_of_sites),Presence_Absence,Semi_Quantitative_old,Semi_Quantitative,Notes
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Carthamus tinctorius (safflower),Gathered Plants,NA,1,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Linum usitatissimum,Linum usitatissimum,NA,2,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Papaver somniferum,Papaver somniferum,NA,2,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Cornus mas,Gathered Plants,NA,23,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Corylus avellana,Corylus avellana,NA,0,NA,NA,NA,NA,0,0,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Malus sp.,Gathered Plants,NA,6,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Prunus spinosa,Gathered Plants,NA,6,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Quercus sp.,Quercus sp.,NA,8,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Sambucus ebulus,Gathered Plants,NA,1,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Sambucus nigra,Gathered Plants,NA,1,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Vitis sp.,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Chenopodium album (white goosefoot/ fat hen),Gathered Plants,NA,90,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Portulaca oleraceae,Wild plants/weeds,NA,125,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Valerianella dentata,Wild plants/weeds,NA,25,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Hordeum vulgare,Hordeum vulgare,NA,1000,NA,NA,NA,NA,xxxx,xxx,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Panicum miliaceum,Panicum miliaceum,NA,2,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Secale cereale,Secale cereale,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Triticum spelta,Triticum spelta,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Triticum aestivum/durum,Triticum aestivum/durum,NA,5,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Triticum monococcum,Triticum monococcum,NA,5,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Triticum dicoccon,Triticum dicoccum,NA,243,NA,NA,NA,NA,xx,x,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Cicer arietinum (Chickpea),Pulses,NA,5,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Lathyrus sativus,Lathyrus sp.,NA,5,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Lens culinaris,Lens culinaris,NA,5,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Pisum sativum,Pisum sp.,NA,5,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Vicia ervilia,Vicia sp.,NA,212,NA,NA,NA,NA,xx,x,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Vicia faba,Vicia sp.,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Vicia sativa,Vicia sp.,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Camelina sativa,Camelina sativa,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Carthamus tinctorius (safflower),Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Linum usitatissimum,Linum usitatissimum,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Papaver somniferum,Papaver somniferum,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Cornus mas,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Corylus avellana,Corylus avellana,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Malus sp.,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Prunus spinosa,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Quercus sp.,Quercus sp.,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Sambucus ebulus,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Sambucus nigra,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Vitis sp.,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Chenopodium album (white goosefoot/ fat hen),Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Portulaca oleraceae,Wild plants/weeds,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Hatvan,Unknown,Filatova 2020,Valerianella dentata,Wild plants/weeds,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Hordeum vulgare,Hordeum vulgare,NA,7,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Panicum miliaceum,Panicum miliaceum,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Secale cereale,Secale cereale,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Triticum spelta,Triticum spelta,NA,12,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Triticum aestivum/durum,Triticum aestivum/durum,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Triticum monococcum,Triticum monococcum,NA,5,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Triticum dicoccon,Triticum dicoccum,NA,74,NA,NA,NA,NA,xx,xxx,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Cicer arietinum (Chickpea),Pulses,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Lathyrus sativus,Lathyrus sp.,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Lens culinaris,Lens culinaris,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Pisum sativum,Pisum sp.,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Vicia ervilia,Vicia sp.,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Vicia faba,Vicia sp.,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Vicia sativa,Vicia sp.,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Camelina sativa,Camelina sativa,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Carthamus tinctorius (safflower),Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Linum usitatissimum,Linum usitatissimum,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Papaver somniferum,Papaver somniferum,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Cornus mas,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Corylus avellana,Corylus avellana,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Malus sp.,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Prunus spinosa,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Quercus sp.,Quercus sp.,NA,5,NA,NA,NA,NA,0,x,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Sambucus ebulus,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Sambucus nigra,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Vitis sp.,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Chenopodium album (white goosefoot/ fat hen),Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Portulaca oleraceae,Wild plants/weeds,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Gyulavarsánd/Otomani,Unknown,Filatova 2020,Valerianella dentata,Wild plants/weeds,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Hordeum vulgare,Hordeum vulgare,NA,4622,NA,NA,NA,NA,xx,x,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Panicum miliaceum,Panicum miliaceum,NA,500,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Secale cereale,Secale cereale,NA,100,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Triticum spelta,Triticum spelta,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Triticum aestivum/durum,Triticum aestivum/durum,NA,268,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Triticum monococcum,Triticum monococcum,NA,4765,NA,NA,NA,NA,xx,x,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Triticum dicoccon,Triticum dicoccum,NA,1474,NA,NA,NA,NA,xx,x,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Cicer arietinum (Chickpea),Pulses,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Lathyrus sativus,Lathyrus sp.,NA,744,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Lens culinaris,Lens culinaris,NA,3311,NA,NA,NA,NA,xx,x,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Pisum sativum,Pisum sp.,NA,486,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Vicia ervilia,Vicia sp.,NA,220,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Vicia faba,Vicia sp.,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Vicia sativa,Vicia sp.,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Camelina sativa,Camelina sativa,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Carthamus tinctorius (safflower),Gathered Plants,NA,1246,NA,NA,NA,NA,xx,x,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Linum usitatissimum,Linum usitatissimum,NA,15,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Papaver somniferum,Papaver somniferum,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Cornus mas,Gathered Plants,NA,12,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Corylus avellana,Corylus avellana,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Malus sp.,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Prunus spinosa,Gathered Plants,NA,6,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Quercus sp.,Quercus sp.,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Sambucus ebulus,Gathered Plants,NA,1,NA,NA,NA,NA,x,x,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Sambucus nigra,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Vitis sp.,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Chenopodium album (white goosefoot/ fat hen),Gathered Plants,NA,36625,NA,NA,NA,NA,xxxx,xxx,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Portulaca oleraceae,Wild plants/weeds,NA,0,NA,NA,NA,NA,0,0,NA
Eastern Hungary,NA,MBA,1900-1500,Füzesabony/Otomani,Unknown,Filatova 2020,Valerianella dentata,Wild plants/weeds,NA,0,NA,NA,NA,NA,0,0,NA
