Site,Unique,Time_Period,Absolute_Time,Culture,Settlement_Type,Reference,Species,Species_Sum,Percentage,absolute_number,%_of_finds,Frequencies_of_taxa_%,RI_(No_of_sites),Presence_Absence,Semi_Quantitative_old,Semi_Quantitative,Notes
Szigetszentmiklós-Vízmü,NA,EBA,2600-1900,Bell Beaker Csepel,Unknown,"Filatova 2022, Fig. 3",Cereals,Cereals,NA,NA,NA,18.2,NA,NA,x?,x?,NA
Szigetszentmiklós-Vízmü,NA,EBA,2600-1900,Bell Beaker Csepel,Unknown,"Filatova 2022, Fig. 3",Millet,Panicum miliaceum,NA,NA,NA,9.1,NA,NA,x?,x?,NA
Szigetszentmiklós-Vízmü,NA,EBA,2600-1900,Bell Beaker Csepel,Unknown,"Filatova 2022, Fig. 3",Wild plants/weeds,Wild plants/weeds,NA,NA,NA,72.8,NA,NA,xxxx?,xxx?,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Panicum miliaceum,Panicum miliaceum,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Secale cereale,Secale cereale,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Triticum spelta,Triticum spelta,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Cicer arietinum (Chickpea),Pulses,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Lathyrus sativus,Lathyrus sp.,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Vicia ervilia,Vicia sp.,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,EBA,2600-1900,Somogyvár-Vinkovci,Unknown,Filatova 2020,Vicia faba,Vicia sp.,NA,0,NA,NA,NA,NA,0,0,NA
